Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking
0,0.08011026923076925,0.36301584855696545,0.029884962319820407,0,1,0.9075785000000001,0.5779689672140971,1.0,0,0.9555935,0,0.8650426666666666,0.690102,1.0,0,0,0,1,0
0,0.8666179230769232,0.3146217253259218,0.30404056015694914,1,1,0.986213,0.5779689672140971,1.0,0,0.318163,0,0.0,0.0,1.0,1,0,0,0,0
1,0.23076923076923073,0.5027042040242513,0.2666233859718389,1,1,0.5,0.5779689672140971,1.0,0,0.04079849999999996,0,0.3333333333333333,0.0,1.0,0,0,0,1,0
1,0.2577555,0.848591207674879,0.3827996707617942,1,1,0.7138445,0.8798502971520501,1.0,0,0.938048,0,0.605256,0.2132325,1.0,0,0,0,1,0
0,0.2526519615384615,0.474286757865781,0.7014678989419297,1,1,1.0,0.5779689672140971,1.0,0,0.366653,0,0.5911013333333333,0.460568,1.0,0,0,0,1,0
1,0.39043407692307686,0.5926211279850402,0.5497606023003614,1,1,0.1446575,0.5779689672140971,1.0,0,0.503674,0,0.458739,0.000759,1.0,0,0,0,1,0
0,0.1896795,0.386576570920913,0.07225025097008325,0,0,0.7650330000000001,0.5779689672140971,1.0,0,0.48261849999999995,0,0.6666666666666666,0.5,1.0,0,0,0,1,0
1,0.23076923076923073,0.3047751125721234,0.22071257311418724,0,1,0.45508800000000005,0.5518600173707973,0.0,0,0.9715484999999999,0,0.3324006666666667,0.103961,1.0,0,0,0,1,0
0,0.423076923076923,0.3953483505591988,0.5431820269866579,1,1,1.0,0.5779689672140971,1.0,0,0.8887784999999999,0,0.0,0.025929,1.0,0,0,0,1,0
1,0.5381849615384616,0.8733827566330521,0.6772758549062861,1,1,0.6030595000000001,0.5779689672140971,1.0,0,0.24192800000000003,0,0.3710563333333333,0.0,1.0,0,0,0,1,0
1,0.33872265384615374,0.5374013388806134,0.3381485370068237,1,1,0.9961024999999999,0.5779689672140971,1.0,0,0.7069065000000001,0,0.15274566666666667,0.3441465,1.0,0,0,0,1,0
0,0.33261288461538463,0.44019457332930045,0.5620653447992227,1,1,1.0,0.5779689672140971,1.0,0,0.717989,0,0.07758066666666666,0.346304,1.0,0,0,0,1,0
1,0.5924309615384616,0.46867479735115447,0.47478248218005203,1,1,0.8958299999999999,0.21176841975544136,1.0,0,0.12729449999999998,0,0.21757866666666664,0.5203565,0.0,0,0,0,1,0
1,0.3076923076923077,0.6169922554944898,0.37887490852716965,1,1,0.558216,0.5779689672140971,1.0,0,0.0011459999999999804,0,0.0,0.533354,1.0,0,0,0,1,0
0,0.9109151538461538,0.09890937730066574,0.27891825033671525,1,1,0.5,0.5779689672140971,1.0,0,0.0,0,0.0,0.0,1.0,1,0,0,0,0
1,0.5162128076923077,0.7214489130869017,0.5069029335715619,1,1,0.7327874999999999,0.5506977439065048,1.0,0,0.7402774999999999,0,0.3339433333333333,0.8351565,1.0,1,0,0,0,0
1,0.15708911538461534,0.7630801483079463,0.16383679954685104,1,1,1.0,0.9977159680505625,1.0,0,0.7742635,0,0.42865866666666663,0.133538,1.0,1,0,0,0,0
0,0.15384615384615385,0.3043775194373586,0.10797456742697137,1,1,0.5,0.5779689672140971,3.0,0,0.5,0,0.6666666666666666,0.5,1.0,0,0,0,1,0
0,0.260313576923077,0.5976452594152528,0.707312603734906,1,1,1.0,0.5779689672140971,1.0,0,0.6625099999999999,0,0.480597,0.459234,1.0,0,0,0,1,0
1,0.7623631538461538,0.6762108042605242,0.37991271127036774,1,1,0.5,0.07572249602657788,1.0,0,0.5874174999999999,0,0.11363833333333334,0.0100765,1.0,1,0,0,0,0
1,0.36622611538461536,0.3296370488316658,0.4356214880754795,1,1,0.9867845,0.4302952444699164,1.0,0,0.001531500000000019,0,0.6603846666666666,0.0785035,0.0,0,0,0,1,0
1,0.6373612307692308,0.6039706047410602,0.6045607030303877,1,1,0.7884549999999999,0.5779689672140971,1.0,0,0.5400935,0,0.34756,0.1883415,1.0,1,0,0,0,0
1,0.6166958461538462,0.8296360976519179,0.6733441106269585,1,1,0.7498130000000001,0.5779689672140971,1.0,1,0.06266899999999997,0,0.3150733333333333,0.5112525,1.0,0,0,0,1,0
0,0.11538461538461531,0.3424247093670276,0.17682216792757421,1,1,0.0,0.5779689672140971,1.0,0,0.5,0,0.6666666666666666,1.0,1.0,0,0,0,1,0
1,0.576923076923077,0.6658258237692212,0.3863583433641917,1,1,0.5,0.5779689672140971,2.0,0,0.5,0,0.0,0.0,1.0,0,0,0,1,0
0,0.20097676923076924,0.19146867860207006,0.03943974456881666,0,1,1.0,0.5179506679485155,2.0,0,0.0,0,0.25154866666666664,0.0,1.0,0,0,0,1,0
0,0.4190594615384615,0.3351557937309648,0.5290975216308123,1,1,1.0,0.5779689672140971,1.0,0,0.48385350000000005,0,0.00479,0.2170365,1.0,0,0,0,1,0
1,0.8846153846153847,0.47558987412087195,0.289073690482905,0,1,1.0,0.5779689672140971,2.0,0,0.5,0,0.0,0.0,2.0,1,0,0,0,0
1,0.27988342307692315,0.7608486806185715,0.6167469977226485,1,1,1.0,0.27082068998697606,1.0,0,0.277767,0,0.11627966666666667,0.0,1.0,0,0,0,1,0
1,0.3462463076923076,0.3032703462104047,0.454295711235263,1,1,0.9428464999999999,0.02305471125902825,1.0,0,0.005924499999999999,0,0.16770166666666667,0.6089645,0.0,0,0,0,1,0
1,0.11538461538461531,0.47558987412087195,0.37887490852716965,0,1,1.0,0.5779689672140971,1.0,0,0.5,0,0.6666666666666666,0.0,1.0,0,0,0,1,0
0,0.1923076923076923,0.3043775194373586,0.1843056027645963,1,0,1.0,0.5779689672140971,3.0,0,0.5,1,0.0,0.5,2.0,0,0,0,1,0
1,0.8687933846153847,0.5787300989417172,0.5876417868625412,1,1,0.767577,0.5424850200084912,1.0,0,0.44620000000000004,0,0.231244,0.033705,1.0,1,0,0,0,0
0,0.8631170769230768,0.14133199407224772,0.27562416953985025,1,1,0.5,0.5754561944448899,1.0,0,0.30177449999999995,0,0.4452856666666667,0.0,1.0,1,0,0,0,0
1,0.3076923076923077,0.7336316233023816,0.14579896020217303,1,1,1.0,0.5779689672140971,1.0,0,0.513992,0,0.553852,0.057358,1.0,1,0,0,0,0
1,0.30682142307692317,0.741347593420119,0.6066074374251829,1,1,0.6913525,0.5521837151729441,1.0,0,0.49963900000000006,0,0.5620763333333333,0.315433,1.0,0,0,0,1,0
1,0.15384615384615385,0.47558987412087195,0.07953751504628759,0,1,0.0,1.0,2.0,0,0.0,0,0.6666666666666666,0.5,1.0,0,0,0,1,0
0,0.423076923076923,0.365097029846118,0.5425300701436565,1,1,1.0,0.5779689672140971,1.0,0,0.8177270000000001,0,0.0,0.0441545,1.0,0,0,0,1,0
1,0.3076923076923077,0.43754268419120246,0.1693387330905522,0,0,0.5,1.0,2.0,0,0.5,0,0.0,0.0,1.0,1,0,0,0,0
1,0.17559599999999997,0.4862126495492358,0.28926545350060373,1,0,0.46823950000000003,0.5093416569107159,1.0,0,0.5799935,0,0.49192400000000003,0.323257,1.0,0,0,0,1,0
1,0.5776996153846153,0.5865735271457191,0.5435890809411829,1,1,0.434106,0.5779689672140971,1.0,0,0.5116639999999999,0,0.0,0.306996,1.0,1,0,0,0,0
0,0.12394369230769231,0.6691473434500814,0.7617743185084718,1,1,1.0,0.5779689672140971,1.0,0,0.709244,0,0.6650233333333333,0.446757,1.0,0,0,0,1,0
0,0.6766588076923076,0.5172572541723501,0.24977744826052306,1,1,0.5,0.5779689672140971,1.0,0,0.0,0,0.0,0.669616,1.0,1,0,0,0,0
0,0.2329253461538462,0.5328756256384795,0.8435540203006278,1,1,1.0,0.5779689672140971,1.0,0,0.687479,0,0.25003699999999995,0.335729,1.0,0,0,0,1,0
0,0.27729638461538464,0.2736487064906603,0.03501295610815047,0,0,1.0,0.5751033765014808,2.0,0,0.8513915000000001,0,0.6557446666666666,0.0,0.0,0,0,0,1,0
0,0.42302484615384617,0.3628579527187572,0.48969366761547384,1,1,1.0,0.5779689672140971,1.0,0,0.8267655,0,0.06335366666666667,0.3461715,1.0,0,0,0,1,0
0,0.8697453076923075,0.1255690432843859,0.28183757568381174,1,1,0.5,0.5276603359198209,1.0,0,0.30918500000000004,0,0.04005499999999999,0.0,1.0,1,0,0,0,0
0,0.15384615384615385,0.3424247093670276,0.13940499374246396,0,0,1.0,0.5779689672140971,1.0,0,0.5,1,0.0,0.0,0.0,0,0,0,1,0
0,0.1518116153846154,0.13110490941915298,0.15637313594466834,0,1,0.9190185,0.4672157853111254,1.0,0,0.07223349999999995,1,0.25126066666666663,0.643422,1.0,0,0,0,1,0
0,0.23076923076923073,0.19023594964834922,0.07953751504628759,0,1,0.5,0.5779689672140971,1.0,0,0.5,0,0.0,0.0,1.0,0,0,0,1,0
1,0.26849411538461543,0.7036352187618302,0.49897293224407546,1,1,0.5,0.5779689672140971,1.0,0,0.8726210000000001,0,0.0,0.40449,1.0,0,0,0,1,0
0,0.423076923076923,0.3304531610556576,0.49140678300179974,1,1,1.0,0.5779689672140971,1.0,0,0.776599,0,0.0,0.196919,1.0,0,0,0,1,0
1,0.1883029615384615,0.6797701188784453,0.34201001931646646,1,1,0.900757,0.5779689672140971,1.0,0,0.867391,0,0.7359603333333333,0.0718375,1.0,0,0,0,1,0
1,0.9807773076923078,0.5670990729802172,0.515882471668071,1,1,0.6587295,0.8878760613025396,1.0,0,0.0,0,0.5428789999999999,0.0,0.0,1,0,0,0,0
0,0.24663207692307698,0.4291000127458089,0.6156446353871113,1,1,1.0,0.5779689672140971,1.0,0,0.24246900000000005,0,0.24741666666666665,0.302346,1.0,0,0,0,1,0
0,0.11538461538461531,0.4946134690857069,0.2666233859718389,1,1,1.0,0.5779689672140971,1.0,0,0.5,0,0.3333333333333333,0.0,0.0,0,0,0,1,0
0,0.423076923076923,0.3637482569631114,0.5424365421750634,1,1,1.0,0.5779689672140971,1.0,0,0.8109385,0,0.0,0.0768345,1.0,0,0,0,1,0
1,0.2692307692307693,0.5707078489450468,0.4162920827122799,1,0,0.5,0.5779689672140971,1.0,0,1.0,0,1.0,1.0,0.0,0,0,0,0,1
0,0.8598572307692308,0.20830646250544538,0.28359678902873364,1,1,0.5,0.5779689672140971,1.0,0,0.315264,0,0.0,0.0,1.0,1,0,0,0,0
0,0.8846153846153847,0.20925954461318375,0.30404056015694914,1,1,0.5,0.5779689672140971,1.0,0,0.5,0,0.0,0.0,1.0,1,0,0,0,0
1,0.3851065384615384,0.6441122924763585,0.5872837119890245,1,1,0.5955539999999999,0.5753760085486606,1.0,0,0.7224584999999999,0,0.35195133333333334,0.072642,1.0,0,0,0,1,0
0,0.24188861538461526,0.49136233670621676,0.6855934981583303,1,1,1.0,0.5779689672140971,1.0,0,0.10277400000000003,0,0.5746446666666667,0.476176,1.0,0,0,0,1,0
1,0.7457656153846156,0.43959723244740445,0.33074171757566306,1,1,0.5,0.012771503114166971,1.0,0,0.741147,0,0.2970683333333333,0.0,0.0,1,0,0,0,0
0,0.11538461538461531,0.09238047950873485,0.11977229224875469,0,1,0.5,0.5779689672140971,1.0,0,0.137359,1,0.04330066666666666,0.489287,1.0,0,0,0,1,0
1,0.423076923076923,0.7228966086637256,0.31900742983099317,0,1,0.5,0.5779689672140971,3.0,0,0.5,0,0.3333333333333333,0.5,1.0,0,0,0,1,0
1,0.5384615384615384,0.3648421136735891,0.3745715368738356,1,1,0.16535,0.5779689672140971,1.0,0,0.44048350000000003,0,0.10733766666666666,0.0,1.0,1,0,0,0,0
1,0.32971723076923076,0.4724433715136884,0.2666233859718389,1,1,0.5,0.5779689672140971,1.0,0,0.5,0,0.115228,0.707768,1.0,0,0,0,1,0
0,0.10633707692307692,0.640258112136483,0.07953751504628759,0,1,0.8922319999999999,1.0,1.0,0,0.0,0,0.6666666666666666,0.5,1.0,0,0,0,1,0
0,0.423076923076923,0.3671877229327536,0.5414168942447798,1,1,1.0,0.5779689672140971,1.0,0,0.816249,0,0.0,0.070396,1.0,0,0,0,1,0
0,0.3076923076923077,0.3389395867694702,0.3377009003851775,1,1,0.5293435,0.561933476092364,1.0,0,0.505298,0,0.2836863333333333,0.315433,0.0,0,0,0,1,0
0,0.423076923076923,0.3994954942615325,0.5435104749416547,1,0,1.0,0.5779689672140971,1.0,0,1.0,0,0.0,0.0,0.0,1,0,0,0,0
1,0.38396142307692316,0.6461934737655115,0.5916751038029117,1,1,0.234692,0.5764682248615105,1.0,0,0.5338704999999999,0,0.3607453333333333,0.075272,1.0,0,0,0,1,0
1,0.1923076923076923,0.2853539244725236,0.07953751504628759,0,0,0.5,0.5779689672140971,1.0,0,0.0,0,0.0,0.0,1.0,0,0,0,1,0
0,0.23124807692307692,0.5664712943463779,0.6625183717389819,1,1,1.0,0.5779689672140971,1.0,0,0.35260899999999995,0,0.1303123333333333,0.499323,1.0,0,0,0,1,0
0,0.1438918461538462,0.2031510682699751,0.24258794777702952,1,0,1.0,0.6324763852535604,1.0,0,0.5,0,0.5447113333333333,0.5,0.0,0,0,0,1,0
0,0.2619688461538461,0.2853539244725236,0.20227637556626493,1,1,0.5543555,0.5779689672140971,1.0,0,0.8730985,0,0.6368106666666666,0.0,1.0,0,0,0,1,0
1,0.5799758076923077,0.6860212721838899,0.4002794329535013,1,1,0.5,0.5779689672140971,1.0,0,0.311319,0,0.011248333333333332,0.0529475,1.0,0,0,0,1,0
0,0.28105434615384617,0.2958073899057001,0.3229629863999721,1,1,0.524556,0.41846444852782905,1.0,0,0.6402775,0,0.6842986666666666,0.4480925,0.0,0,0,0,1,0
1,0.576923076923077,0.5897314439098813,0.5435104749416547,1,1,0.0,0.5779689672140971,0.0,1,0.5,1,0.0,0.0,2.0,1,0,0,0,0
1,0.5981446923076924,0.6361052613556595,0.47520546088391014,1,1,0.635653,0.5779689672140971,1.0,0,0.385599,0,0.6666666666666666,0.206876,1.0,1,0,0,0,0
0,0.979473576923077,0.20736669691418275,0.2860914144819595,1,1,0.5,0.5779689672140971,1.0,0,0.2861855,0,0.0,0.0,1.0,1,0,0,0,0
0,0.416693,0.33207587370615776,0.529336026182503,1,1,1.0,0.5779689672140971,1.0,0,0.40893,0,0.0037203333333333333,0.223612,1.0,0,0,0,1,0
1,0.18189423076923072,0.653108550535229,0.14086538605090881,1,1,0.7544175,0.7619344045606362,1.0,0,0.5384665,0,0.6755559999999999,0.721664,0.0,1,0,0,0,0
1,0.3076923076923077,0.5777770168339793,0.5022873006327835,1,1,0.8703164999999999,0.5779689672140971,1.0,0,0.5405025000000001,0,0.216745,0.38453,1.0,0,0,0,1,0
1,0.11538461538461531,0.5095013345051869,0.0925025659014283,1,1,0.06692200000000004,0.5779689672140971,1.0,0,0.162663,0,0.075995,0.8541545,1.0,0,0,0,1,0
1,0.1923076923076923,0.24730673454285368,0.2591399511348168,0,0,1.0,0.5779689672140971,2.0,0,0.5,0,1.0,0.5,1.0,0,0,0,1,0
1,0.3492296538461539,0.3230396660978614,0.4428060420085458,1,1,0.9792050000000001,0.3392458474256528,1.0,0,0.0,0,0.6433443333333333,0.3770115,0.0,0,0,0,1,0
0,0.25006619230769234,0.6846040143590097,0.845801872006668,1,1,1.0,0.5779689672140971,1.0,0,0.6756035,0,0.08227699999999999,0.45668,1.0,0,0,0,1,0
0,0.1923076923076923,0.3994954942615325,0.1543718634165081,1,0,1.0,0.5779689672140971,1.0,0,0.5,0,0.3333333333333333,0.0,1.0,0,0,0,0,1
1,0.5770011153846154,0.5884454488902588,0.5435133261303277,1,1,0.286018,0.5779689672140971,1.0,0,0.5017815000000001,0,0.0,0.170098,1.0,1,0,0,0,0
0,0.1586978846153846,0.3496422612966863,0.2880150239233812,1,0,0.8481905000000001,0.5779689672140971,1.0,0,0.7364820000000001,0,0.6187063333333334,0.5,1.0,0,0,0,1,0
0,0.07692307692307687,0.47558987412087195,0.12443812406841986,1,1,0.0,0.5779689672140971,1.0,0,0.0,0,0.3333333333333333,0.5,0.0,1,0,0,0,0
0,0.15296030769230762,0.5880021991275779,0.7074247280390691,1,1,1.0,0.5779689672140971,1.0,0,0.9312039999999999,0,0.48564433333333334,0.3712115,1.0,0,0,0,1,0
0,0.8704526538461538,0.12023292489674953,0.2696964360373574,1,1,0.5,0.4018094158499663,1.0,0,0.267567,0,0.6281733333333333,0.0,1.0,1,0,0,0,0
0,0.20491242307692303,0.6329416375130075,0.8624428384377978,1,1,1.0,0.5779689672140971,1.0,0,0.6597795,0,0.65691,0.3841875,1.0,0,0,0,1,0
0,0.423076923076923,0.2564038176550376,0.4915424876091343,1,1,1.0,0.5779689672140971,1.0,0,0.09883350000000002,0,0.0,0.2673845,1.0,0,0,0,1,0
1,0.40101757692307693,0.7354369624645449,0.5912368364416815,1,1,0.420995,0.5779689672140971,1.0,0,0.751622,0,0.40867299999999995,0.0391035,1.0,0,0,0,1,0
1,0.13172850000000003,0.5771549452786293,0.11038367218687967,1,1,0.5,0.6482160326213109,1.0,0,0.639289,0,0.6129603333333333,1.0,1.0,0,0,0,1,0
0,0.35735403846153846,0.4973909139505728,0.5537841159410953,1,1,1.0,0.5779689672140971,1.0,0,0.898447,0,0.12739633333333333,0.083895,1.0,0,0,0,1,0
0,0.40622569230769234,0.42838282321563437,0.5331962288247886,1,1,1.0,0.5779689672140971,1.0,0,0.247915,0,0.03644233333333333,0.1920645,1.0,0,0,0,1,0
1,0.11538461538461531,0.47558987412087195,0.11695468923139785,1,1,0.5,0.5779689672140971,2.0,0,0.5,0,0.0,0.0,1.0,0,0,0,1,0
0,0.34615384615384615,0.2853539244725236,0.04212034086117733,1,0,0.5,0.5779689672140971,0.0,0,0.5,0,0.3333333333333333,0.0,0.0,0,0,0,1,0
1,0.4831701923076924,0.8724372839633001,0.669442629358112,1,1,0.603138,0.5779689672140971,1.0,0,0.40654100000000004,0,0.6499466666666667,0.0,1.0,0,0,0,1,0
0,0.4195320384615384,0.32932315951474633,0.47283460395945387,1,1,1.0,0.5779689672140971,1.0,0,0.031711000000000045,0,0.01703233333333333,0.271559,1.0,0,0,0,1,0
0,0.24965596153846148,0.2605319377624067,0.027808331602851344,0,0,0.50438,0.045205432045829164,2.0,0,0.396011,0,0.039881,0.0,0.0,0,0,0,1,0
1,0.2327698461538461,0.4638332924326045,0.45019930893921645,1,1,0.5,0.017828700980040524,1.0,0,0.5,0,0.0,0.9730865,0.0,0,0,0,1,0
1,0.2643263076923077,0.4755860694018792,0.42051594287047056,1,1,0.5,0.5655929071776507,1.0,0,0.5,0,0.0,0.084647,0.0,0,0,0,1,0
0,0.8485999615384617,0.1000812307504999,0.2687157917694444,1,1,0.5,0.5779689672140971,1.0,0,0.3799015,0,0.0,0.0,1.0,1,0,0,0,0
0,0.46153846153846156,0.19023594964834922,0.17682216792757421,0,1,0.5,0.5779689672140971,1.0,0,0.0,0,0.0,0.5,1.0,1,0,0,0,0
1,0.603944576923077,0.7837340653612674,0.6514097290804264,1,1,0.9635935,0.5779689672140971,1.0,0,0.254398,0,0.3009253333333333,0.5077335,1.0,0,0,0,1,0
1,0.07692307692307687,0.6658258237692212,0.13940499374246396,0,1,0.5,0.5779689672140971,2.0,0,0.5,0,0.6666666666666666,0.5,0.0,0,0,0,0,1
0,0.1268165,0.35649456020302006,0.22920621178672862,1,1,0.5,0.15552181182986746,1.0,0,0.6630825,0,0.0023499999999999997,0.0,0.0,0,0,0,1,0
1,0.3171808461538461,0.38612380936074997,0.40364720313320634,1,1,0.18448900000000001,0.5779689672140971,1.0,0,0.476576,0,0.03490233333333333,0.110915,0.0,1,0,0,0,0
1,0.11538461538461531,0.5708923778162056,0.3517260621027656,1,1,0.9535309999999999,0.5779689672140971,1.0,0,0.8704240000000001,0,0.406609,0.018817,1.0,0,0,0,1,0
0,0.3084016538461539,0.2564095247335274,0.03745544447086674,0,0,0.602457,0.20987223432513447,2.0,0,0.560146,0,0.33191166666666666,0.0,0.0,0,0,0,1,0
1,0.34161300000000006,0.7228414402383279,0.6111735973762538,1,1,0.8421675,0.45610244212477413,1.0,0,0.8661654999999999,0,0.3853413333333333,0.221228,1.0,0,0,0,1,0
1,0.3846153846153846,0.47558987412087195,0.32649086466801525,0,1,1.0,0.5779689672140971,1.0,0,1.0,1,1.0,0.0,0.0,0,0,1,0,0
1,0.722665423076923,0.4396352796373342,0.4725907936524637,1,1,0.9068875000000001,0.3132310105026641,1.0,0,0.0,0,0.659785,0.0,0.0,0,0,0,1,0
0,0.3174021923076923,0.26559982346103883,0.19274185845880737,0,1,0.643073,0.5615574464421518,1.0,0,0.8286515000000001,0,0.6370266666666666,0.8091135,1.0,0,0,0,1,0
1,0.45156365384615393,0.7873542554830757,0.6048940676020724,1,1,0.6238975,0.5779689672140971,1.0,0,0.9080075000000001,0,0.2375753333333333,0.0,1.0,0,0,0,1,0
